  Freq. No. =   1,  f = 6.0415e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( -2.957584e+06 , -4.419648e+06 ) 
3009 ( -4.376734e+05 , -1.844252e+06 ) 
3010 ( -1.218094e+06 , -1.794769e+06 ) 
3011 ( -1.686781e+06 , -4.024509e+05 ) 
3012 ( -2.558184e+06 , -1.265293e+06 ) 
3013 ( -8.244585e+05 , -7.155935e+05 ) 
3014 ( -1.097347e+06 , -1.186823e+05 ) 
3015 ( -7.243475e+05 , -4.787893e+05 ) 
3016 ( -3.547539e+05 , -9.254218e+05 ) 
3017 ( -7.114549e+03 , -2.097411e+06 ) 
3018 ( -1.814083e+05 , -5.512147e+05 ) 
3019 ( 2.380028e+05 , 1.953817e+05 ) 
3020 ( -3.798520e+05 , -1.611841e+06 ) 
3021 ( -2.870698e+05 , -1.361326e+06 ) 
3022 ( -1.022241e+06 , -1.127352e+06 ) 
3023 ( -9.614028e+05 , -1.055153e+06 ) 
3024 ( -1.073671e+05 , -5.552342e+05 ) 
3025 ( -7.845424e+05 , -1.482290e+06 ) 
3026 ( -1.826206e+06 , -1.794179e+06 ) 
3027 ( -6.043206e+05 , -1.118623e+06 ) 
3028 ( -9.200580e+05 , -1.437364e+06 ) 
3029 ( -1.500935e+06 , -6.548264e+05 ) 
3030 ( -1.967592e+06 , -8.704713e+05 ) 
3031 ( -8.078043e+05 , -7.502865e+04 ) 
3032 ( -1.906782e+06 , -1.339490e+06 ) 
3033 ( -9.233373e+05 , -9.862725e+05 ) 
3034 ( -1.858008e+06 , -1.383872e+06 ) 
3035 ( -1.009216e+06 , -9.223546e+05 ) 
3036 ( -1.771194e+06 , -1.149377e+06 ) 
3037 ( -8.770876e+04 , -8.239817e+05 ) 
3038 ( -1.063304e+06 , -7.006214e+05 ) 
3039 ( -1.579036e+06 , 1.606473e+05 ) 
3040 ( -1.620914e+06 , -1.062263e+06 ) 
3041 ( 4.095517e+05 , -1.320058e+06 ) 
3042 ( 4.616126e+05 , -8.930000e+05 ) 
3043 ( -3.979416e+05 , -2.233929e+05 ) 
3044 ( -4.326500e+05 , -9.024179e+05 ) 
3045 ( 8.875507e+05 , -7.056209e+05 ) 
3046 ( 5.939507e+05 , 5.608704e+05 ) 
3047 ( 2.378690e+05 , 9.256349e+05 ) 
3048 ( 8.727353e+05 , -3.816136e+05 ) 
3049 ( 2.649331e+05 , -7.458841e+05 ) 
3050 ( 2.924314e+05 , 1.152006e+05 ) 
3051 ( -1.923772e+05 , 9.229656e+05 ) 
3052 ( 4.482053e+05 , 5.603519e+05 ) 
3053 ( 5.803618e+05 , -4.547266e+05 ) 
3054 ( 5.314719e+04 , 1.204857e+05 ) 
3055 ( 1.804063e+05 , 2.360605e+05 ) 
3056 ( 5.342904e+05 , 1.684766e+04 ) 
3057 ( -5.559933e+04 , -6.390279e+05 ) 
3058 ( 1.621163e+05 , 8.625421e+05 ) 
3059 ( -9.058751e+05 , 9.876381e+05 ) 
3060 ( -2.246632e+05 , 2.890616e+05 ) 
3061 ( 1.936461e+06 , -8.996470e+05 ) 
3062 ( 1.748081e+06 , 4.576132e+05 ) 
3063 ( 6.975530e+05 , 1.765220e+06 ) 
3064 ( 1.159198e+06 , 1.002083e+06 ) 
3065 ( 1.854992e+05 , -9.251868e+05 ) 
3066 ( -3.031664e+05 , 1.059426e+06 ) 
3067 ( -4.610718e+05 , 7.546090e+05 ) 
3068 ( 1.089374e+06 , 2.069714e+05 ) 
3069 ( 1.788156e+06 , 7.520311e+05 ) 
3070 ( 1.962810e+06 , 1.675395e+06 ) 
3071 ( -3.157809e+05 , 1.742181e+06 ) 
3072 ( 2.659790e+05 , 1.757023e+06 ) 
3073 ( 9.404217e+05 , -8.976088e+05 ) 
3074 ( 9.605520e+05 , 1.034949e+06 ) 
3075 ( 6.409512e+05 , 1.077387e+06 ) 
3076 ( 2.099670e+06 , 1.088721e+06 ) 
3077 ( 8.233596e+05 , 1.087298e+05 ) 
3078 ( 2.164464e+06 , 1.511282e+06 ) 
3079 ( 8.861272e+05 , 2.048536e+06 ) 
3080 ( 1.041450e+06 , 1.538540e+06 ) 
3081 ( 1.521796e+06 , -8.717824e+05 ) 
3082 ( 1.438460e+06 , 1.533799e+06 ) 
3083 ( 7.952043e+05 , 9.116282e+05 ) 
3084 ( 2.394037e+06 , 1.042879e+06 ) 
3085 ( 7.448612e+05 , 2.860021e+06 ) 
3086 ( 1.684467e+06 , 1.811344e+06 ) 
3087 ( 9.259678e+05 , 6.387885e+05 ) 
3088 ( 1.280453e+06 , 2.355228e+06 ) 
3089 ( 1.057555e+05 , -2.192392e+06 ) 
3090 ( 9.127702e+05 , -1.241445e+06 ) 
3091 ( 3.981708e+05 , -3.098784e+05 ) 
3092 ( 1.599221e+06 , 2.648194e+05 ) 
3093 ( -1.246625e+05 , -5.319140e+05 ) 
3094 ( 1.032950e+06 , 1.449769e+06 ) 
3095 ( 1.166715e+06 , 2.090186e+06 ) 
3096 ( 1.017299e+06 , -3.002940e+05 ) 
3097 ( -2.358100e+05 , 1.631141e+06 ) 
3098 ( 4.074271e+05 , -4.631706e+05 ) 
3099 ( 4.990498e+05 , -2.441378e+06 ) 
3100 ( 8.301301e+05 , 9.099534e+05 ) 
3101 ( -1.105513e+06 , 1.838630e+05 ) 
3102 ( 5.487679e+05 , 2.544547e+06 ) 
3103 ( 1.928829e+06 , 1.985479e+06 ) 
3104 ( 4.035915e+05 , 2.303905e+05 ) 
3105 ( 6.540576e+05 , 8.323450e+05 ) 
3106 ( 2.174981e+06 , 3.267478e+04 ) 
3107 ( 1.064936e+05 , 4.849926e+05 ) 
3108 ( 7.265153e+05 , 2.396466e+06 ) 
3109 ( 1.971588e+06 , 6.925444e+05 ) 
3110 ( 3.379507e+06 , 6.607640e+05 ) 
3111 ( 3.039445e+06 , -1.744714e+06 ) 
3112 ( 3.281348e+06 , -4.684116e+05 ) 
3113 ( 3.623478e+05 , 6.838850e+05 ) 
3114 ( 1.011312e+06 , 3.415932e+05 ) 
3115 ( 5.597201e+05 , 7.127685e+04 ) 
3116 ( 2.304860e+06 , 1.028229e+06 ) 
3117 ( 1.390172e+05 , 1.338142e+05 ) 
3118 ( -1.024549e+05 , -1.147888e+06 ) 
3119 ( 7.410820e+05 , -1.584099e+04 ) 
3120 ( -4.860048e+04 , 1.561529e+05 ) 
3121 ( 1.470384e+06 , 9.918570e+05 ) 
3122 ( 1.660811e+06 , 7.047495e+05 ) 
3123 ( 8.170722e+05 , -9.495574e+05 ) 
3124 ( 1.263058e+06 , 1.719105e+05 ) 
3125 ( 1.176974e+06 , 8.252722e+05 ) 
3126 ( 1.778062e+05 , -8.652333e+04 ) 
3127 ( 6.022080e+05 , 2.993406e+05 ) 
3128 ( 8.692993e+05 , 7.344848e+05 ) 
3129 ( 1.140828e+06 , 3.769039e+04 ) 
3130 ( 1.788524e+06 , 8.444084e+05 ) 
3131 ( 9.286239e+05 , -1.877874e+05 ) 
3132 ( 1.635892e+06 , 5.524071e+05 ) 
3133 ( 1.256478e+06 , 1.088155e+06 ) 
3134 ( 2.215921e+06 , 1.041052e+06 ) 
3135 ( 7.235360e+05 , 5.439113e+05 ) 
3136 ( 1.766703e+06 , 1.294725e+06 ) 
3137 ( 1.030851e+06 , -1.390838e+05 ) 
3138 ( 1.971090e+06 , 1.395154e+05 ) 
3139 ( 1.681270e+06 , -7.891011e+05 ) 
3140 ( 2.311956e+06 , 3.974383e+05 ) 
3141 ( -3.424058e+05 , 1.120763e+06 ) 
3142 ( 6.926578e+05 , 1.268521e+06 ) 
3143 ( 1.401440e+06 , 3.318796e+05 ) 
3144 ( 1.465740e+06 , 7.130717e+05 ) 
3145 ( -3.016247e+05 , 3.677412e+05 ) 
3146 ( 1.064353e+05 , -2.928592e+05 ) 
3147 ( 6.076234e+05 , -7.537094e+05 ) 
3148 ( 3.664147e+05 , 7.861889e+05 ) 
3149 ( -3.107357e+05 , 7.666261e+05 ) 
3150 ( -5.247284e+05 , -1.394272e+05 ) 
3151 ( 4.531278e+04 , -1.152733e+06 ) 
3152 ( -1.225778e+05 , -3.390892e+05 ) 
3153 ( -6.623372e+05 , 5.334513e+05 ) 
3154 ( -2.262830e+05 , -6.310391e+05 ) 
3155 ( -3.648307e+05 , -1.367374e+06 ) 
3156 ( -7.432622e+05 , -2.854727e+05 ) 
3157 ( 1.076024e+05 , -1.024352e+05 ) 
3158 ( 5.568401e+05 , -7.997285e+05 ) 
3159 ( 9.388360e+05 , -7.760774e+05 ) 
3160 ( 2.006873e+05 , -6.273915e+05 ) 
3161 ( -1.296139e+06 , 2.173880e+05 ) 
3162 ( -1.138850e+06 , -9.871544e+05 ) 
3163 ( 3.121162e+05 , -2.019687e+06 ) 
3164 ( -1.194941e+04 , -1.044820e+06 ) 
3165 ( -6.848460e+05 , 1.167080e+06 ) 
3166 ( -4.409561e+05 , -5.150555e+05 ) 
3167 ( -4.539306e+05 , -1.585757e+06 ) 
3168 ( -1.294785e+06 , -6.297179e+05 ) 
3169 ( -9.939827e+05 , -1.703239e+05 ) 
3170 ( -5.650739e+05 , -1.796199e+06 ) 
3171 ( 8.865335e+05 , -2.003205e+06 ) 
3172 ( -2.270625e+05 , -9.797474e+05 ) 
3173 ( -1.864868e+06 , 5.307059e+04 ) 
3174 ( -1.689274e+06 , -1.742430e+06 ) 
3175 ( -1.764100e+03 , -2.163342e+06 ) 
3176 ( -1.131264e+06 , -1.811578e+06 ) 
3177 ( -1.069384e+06 , -2.476098e+05 ) 
3178 ( -8.812439e+05 , -1.833733e+06 ) 
3179 ( -3.253514e+05 , -2.431561e+06 ) 
3180 ( -1.670495e+06 , -1.866668e+06 ) 
3181 ( -8.161786e+05 , 5.686653e+05 ) 
3182 ( -1.681291e+06 , -1.470855e+06 ) 
3183 ( -7.010681e+04 , -2.273907e+06 ) 
3184 ( -8.153984e+05 , -1.596407e+06 ) 
3185 ( -1.547994e+06 , -6.516248e+05 ) 
3186 ( -1.633846e+06 , -2.449309e+06 ) 
3187 ( -1.474203e+06 , -1.892229e+06 ) 
3188 ( -2.309178e+06 , -1.718180e+06 ) 
3189 ( -6.549937e+05 , -1.957223e+06 ) 
3190 ( -1.457066e+06 , -3.380710e+06 ) 
3191 ( 6.252366e+05 , -2.452000e+06 ) 
3192 ( -9.159301e+05 , -2.908724e+06 ) 
3193 ( -1.902014e+06 , -2.900950e+05 ) 
3194 ( -9.129838e+05 , 1.723103e+06 ) 
3195 ( -2.149763e+06 , -7.454730e+05 ) 
3196 ( -3.120423e+06 , -2.514718e+06 ) 
3197 ( 1.927214e+05 , 2.606822e+06 ) 
3198 ( -2.005501e+06 , 1.109100e+05 ) 
3199 ( 1.283306e+06 , 2.471783e+06 ) 
3200 ( 4.634943e+06 , 3.179202e+06 ) 
3201 ( -1.161260e+06 , -4.397209e+06 ) 
3202 ( -1.048402e+06 , -4.013965e+06 ) 
3203 ( -1.183240e+06 , -3.558893e+06 ) 
3204 ( -4.033471e+06 , -3.051568e+06 ) 
3205 ( 3.267971e+06 , 1.896074e+06 ) 
3206 ( 1.885438e+06 , 3.262862e+06 ) 
3207 ( -1.775843e+06 , 2.603985e+06 ) 
3208 ( -9.462969e+05 , -1.059890e+06 ) 
3209 ( -2.868564e+06 , -6.706493e+05 ) 
3210 ( -5.896982e+06 , -3.621509e+06 ) 
3211 ( -4.336718e+06 , -6.691738e+05 ) 
3212 ( 4.061894e+06 , 1.831468e+06 ) 
3213 ( -1.214446e+05 , -3.025400e+06 ) 
3214 ( -1.118512e+06 , -9.905329e+05 ) 
3215 ( -5.952519e+05 , -1.276464e+06 ) 
3216 ( -3.500804e+06 , -4.157676e+06 ) 
3217 ( -1.844125e+06 , -6.081492e+05 ) 
3218 ( -2.761971e+06 , -1.585613e+06 ) 
3219 ( -1.478398e+06 , 2.395200e+05 ) 
3220 ( -1.760144e+06 , -6.671106e+04 ) 
3221 ( -1.466250e+06 , -1.338854e+06 ) 
3222 ( -1.446648e+06 , -1.590763e+06 ) 
3223 ( -9.892583e+05 , -2.034563e+06 ) 
3224 ( -4.861081e+05 , -1.403319e+06 ) 
3225 ( 2.697005e+05 , -1.220254e+06 ) 
3226 ( -2.005727e+06 , -2.269623e+06 ) 
3227 ( -1.223919e+06 , -7.198871e+05 ) 
3228 ( -1.128231e+06 , -8.694761e+05 ) 
3229 ( -1.475914e+06 , -1.241005e+06 ) 
3230 ( -1.304096e+06 , -8.253760e+05 ) 
3231 ( -1.259023e+06 , -9.520923e+05 ) 
3232 ( -1.109997e+06 , -1.401022e+06 ) 
3233 ( -2.092504e+06 , -1.869566e+06 ) 
3234 ( -6.664330e+05 , -1.341534e+06 ) 
3235 ( -1.415061e+06 , -1.748696e+06 ) 
3236 ( -1.764689e+06 , -7.874699e+05 ) 
3237 ( -2.479584e+06 , -1.443468e+06 ) 
3238 ( -1.359039e+06 , -7.149059e+05 ) 
3239 ( -2.465290e+06 , -1.567360e+06 ) 
3240 ( -5.058937e+05 , -1.732149e+06 ) 
3241 ( -1.470632e+06 , -1.664332e+06 ) 
3242 ( -1.261456e+06 , -7.424440e+05 ) 
3243 ( -2.160919e+06 , -1.677524e+06 ) 
3244 ( 1.771225e+05 , -8.029478e+05 ) 
3245 ( -9.117309e+05 , -1.204667e+06 ) 
3246 ( -1.582056e+06 , -4.068403e+05 ) 
3247 ( -1.277116e+06 , -1.359146e+06 ) 
3248 ( 2.022051e+05 , -1.498344e+06 ) 
3249 ( -6.420917e+04 , -1.158236e+06 ) 
3250 ( -7.235766e+05 , -6.628610e+05 ) 
3251 ( -6.707097e+05 , -1.397255e+06 ) 
3252 ( 1.831026e+05 , -1.245935e+06 ) 
3253 ( 6.846188e+04 , -2.878451e+05 ) 
3254 ( 5.159665e+04 , 9.801553e+05 ) 
3255 ( 1.306262e+05 , -6.674885e+05 ) 
3256 ( -3.255012e+05 , -1.406627e+06 ) 
3257 ( -5.409436e+05 , -5.089041e+05 ) 
3258 ( -4.510521e+05 , 1.263778e+04 ) 
3259 ( -1.907224e+05 , -5.428217e+05 ) 
3260 ( 6.569241e+05 , -2.544393e+05 ) 
3261 ( 1.130017e+05 , 6.203828e+05 ) 
3262 ( -9.537732e+05 , 8.476739e+05 ) 
3263 ( -4.697038e+05 , 2.768447e+04 ) 
3264 ( 8.880286e+05 , -1.656827e+06 ) 
3265 ( 5.149354e+05 , -7.304762e+05 ) 
3266 ( -3.011655e+05 , 8.430423e+05 ) 
3267 ( 3.682532e+05 , 2.260866e+05 ) 
3268 ( 1.913558e+05 , -1.499150e+06 ) 
3269 ( 1.060170e+05 , 8.002306e+03 ) 
3270 ( 5.558539e+04 , 7.495560e+05 ) 
3271 ( 3.760466e+05 , -6.872597e+05 ) 
3272 ( 1.476607e+06 , -1.168749e+06 ) 
3273 ( 9.873171e+05 , 4.672028e+05 ) 
3274 ( -1.081544e+06 , 1.220214e+06 ) 
3275 ( 1.739612e+05 , 2.193311e+05 ) 
3276 ( 1.596047e+06 , -9.323608e+05 ) 
3277 ( 1.391387e+06 , 9.433582e+05 ) 
3278 ( 4.597444e+05 , 1.743241e+06 ) 
3279 ( 1.395179e+06 , 6.868702e+05 ) 
3280 ( 1.083572e+06 , -1.216594e+06 ) 
3281 ( 1.154610e+06 , 5.684384e+05 ) 
3282 ( -2.421166e+05 , 1.625040e+06 ) 
3283 ( 1.088064e+06 , 8.411336e+05 ) 
3284 ( 1.587475e+06 , -1.367484e+06 ) 
3285 ( 1.505066e+06 , 3.490570e+05 ) 
3286 ( 5.386447e+05 , 1.490536e+06 ) 
3287 ( 1.490673e+06 , 4.855643e+05 ) 
3288 ( 3.805437e+05 , -2.846074e+05 ) 
3289 ( 1.155915e+06 , 2.028485e+06 ) 
3290 ( 2.150315e+05 , 9.263284e+05 ) 
3291 ( 1.075570e+06 , 5.640237e+05 ) 
3292 ( 2.575094e+06 , 8.783726e+04 ) 
3293 ( 2.382482e+06 , 1.340431e+06 ) 
3294 ( 6.627714e+05 , 2.799979e+06 ) 
3295 ( 1.861199e+06 , 2.599062e+06 ) 
3296 ( -5.410693e+05 , -6.573927e+05 ) 
3297 ( -4.384560e+05 , -4.225020e+05 ) 
3298 ( 3.908816e+05 , -1.140119e+06 ) 
3299 ( 1.497955e+06 , 3.807151e+04 ) 
3300 ( 5.618784e+04 , 2.099177e+06 ) 
3301 ( 7.947943e+05 , 1.396870e+06 ) 
3302 ( 1.001807e+05 , 2.638067e+05 ) 
3303 ( -5.035450e+05 , 5.399810e+05 ) 
3304 ( 6.375772e+05 , -1.458851e+06 ) 
3305 ( 1.350645e+06 , 1.911840e+05 ) 
3306 ( 1.615488e+06 , 3.094363e+05 ) 
3307 ( 1.475706e+06 , 7.320678e+05 ) 
3308 ( -9.108592e+05 , 2.838082e+06 ) 
3309 ( 1.768360e+05 , 2.054800e+06 ) 
3310 ( 4.375657e+05 , -9.286507e+04 ) 
3311 ( 5.902688e+05 , 1.043382e+06 ) 
3312 ( -8.542711e+05 , 8.566389e+03 ) 
3313 ( 2.765367e+06 , -6.534436e+05 ) 
3314 ( 2.234180e+06 , -9.465055e+05 ) 
3315 ( 7.609512e+05 , 1.182515e+06 ) 
3316 ( 2.692765e+06 , 3.866893e+05 ) 
3317 ( 3.466863e+06 , 1.564772e+06 ) 
3318 ( 2.543282e+06 , -1.637055e+05 ) 
3319 ( 3.713688e+06 , -2.149852e+05 ) 
3320 ( 1.055121e+06 , 7.176650e+05 ) 
3321 ( 1.247259e+06 , -7.188059e+05 ) 
3322 ( -5.755103e+05 , -7.911622e+05 ) 
3323 ( 2.320027e+06 , 1.307952e+06 ) 
3324 ( 1.212019e+06 , 1.310610e+05 ) 
3325 ( 2.451921e+06 , -3.587925e+05 ) 
3326 ( 2.667607e+06 , 6.732770e+05 ) 
3327 ( 9.824765e+05 , -4.966073e+05 ) 
3328 ( 1.874610e+06 , -8.759358e+05 ) 
3329 ( 8.018837e+04 , -1.323545e+06 ) 
3330 ( 4.513198e+05 , -1.350569e+06 ) 
3331 ( 1.373621e+06 , 5.464832e+05 ) 
3332 ( 1.302561e+06 , -2.920052e+05 ) 
3333 ( 1.196413e+06 , 3.681018e+04 ) 
3334 ( 1.546849e+06 , -3.736074e+04 ) 
3335 ( 2.206313e+06 , 7.305672e+05 ) 
3336 ( 1.140798e+06 , 2.536192e+05 ) 
3337 ( 2.080454e+06 , 8.973262e+05 ) 
3338 ( 1.279736e+06 , 4.845157e+05 ) 
3339 ( 2.523170e+06 , 1.018887e+06 ) 
3340 ( 1.092757e+06 , 3.390147e+05 ) 
3341 ( 2.142783e+06 , 8.794741e+05 ) 
3342 ( 9.300267e+05 , 5.843936e+05 ) 
3343 ( 1.733758e+06 , 1.040137e+06 ) 
3344 ( 1.887981e+06 , -2.248162e+05 ) 
3345 ( 2.531255e+06 , 9.301905e+05 ) 
3346 ( -6.170147e+05 , 7.271788e+05 ) 
3347 ( 1.836818e+05 , 8.187318e+05 ) 
3348 ( 8.119486e+05 , 4.398112e+05 ) 
3349 ( 9.539225e+05 , 1.198507e+06 ) 
3350 ( -2.493428e+05 , 7.584043e+04 ) 
3351 ( 4.684270e+05 , 1.371771e+05 ) 
3352 ( 7.750706e+05 , -8.059679e+05 ) 
3353 ( 1.572874e+05 , 3.329701e+05 ) 
3354 ( 1.741690e+05 , 1.555774e+06 ) 
3355 ( 1.386394e+05 , 8.530381e+05 ) 
3356 ( 1.012793e+04 , -4.924814e+05 ) 
3357 ( 3.039173e+05 , 5.557810e+05 ) 
3358 ( 5.632040e+03 , 1.057100e+05 ) 
3359 ( 7.997613e+05 , -1.043653e+06 ) 
3360 ( 7.382406e+05 , -1.122109e+06 ) 
3361 ( 2.008535e+05 , 2.956351e+05 ) 
3362 ( -8.159137e+05 , 2.877736e+05 ) 
3363 ( -5.209357e+05 , -3.344072e+05 ) 
3364 ( 1.109124e+06 , -1.653700e+06 ) 
3365 ( 5.885826e+05 , -1.145244e+06 ) 
3366 ( -8.345829e+05 , 1.053130e+06 ) 
3367 ( 7.323366e+04 , 1.881713e+05 ) 
3368 ( -4.565217e+05 , -8.353537e+05 ) 
3369 ( -1.008088e+06 , 5.834719e+04 ) 
3370 ( 2.773211e+05 , 7.921427e+05 ) 
3371 ( 6.585187e+05 , -5.221403e+05 ) 
3372 ( 1.875938e+06 , -1.517645e+06 ) 
3373 ( 8.144874e+05 , -1.718777e+03 ) 
3374 ( -2.069860e+06 , 7.674926e+05 ) 
3375 ( -1.610455e+06 , -4.932508e+05 ) 
3376 ( -1.171127e+05 , -1.722034e+06 ) 
3377 ( -5.492005e+05 , -6.542908e+05 ) 
3378 ( -5.697541e+05 , 9.345392e+05 ) 
3379 ( 2.981412e+05 , -1.264546e+06 ) 
3380 ( 1.081952e+06 , -1.934611e+06 ) 
3381 ( -1.080389e+06 , -5.051161e+05 ) 
3382 ( -1.568277e+06 , 7.565684e+05 ) 
3383 ( -2.034590e+06 , -5.110264e+05 ) 
3384 ( 5.865287e+04 , -2.856325e+06 ) 
3385 ( -3.062691e+05 , -1.531564e+06 ) 
3386 ( -1.027440e+06 , 1.197125e+06 ) 
3387 ( -3.476887e+04 , -8.975646e+05 ) 
3388 ( -1.238649e+05 , -4.471216e+05 ) 
3389 ( -2.055789e+06 , 1.780034e+05 ) 
3390 ( -8.473043e+05 , -1.136388e+06 ) 
3391 ( -1.461784e+06 , -3.300348e+06 ) 
3392 ( 1.057387e+06 , -4.064046e+06 ) 
3393 ( 2.036457e+05 , -2.403224e+06 ) 
3394 ( -1.879831e+06 , 1.250642e+06 ) 
3395 ( -1.833161e+06 , -2.724383e+05 ) 
3396 ( -1.458068e+06 , -1.608527e+06 ) 
3397 ( -2.471563e+06 , -2.124508e+06 ) 
3398 ( -4.935908e+05 , -1.758941e+06 ) 
3399 ( -2.029037e+05 , -2.616558e+06 ) 
3400 ( 4.544875e+05 , -1.360371e+06 ) 
3401 ( -1.030232e+06 , -8.532599e+05 ) 
3402 ( -6.852953e+05 , -7.994996e+05 ) 
3403 ( -8.108957e+05 , -3.853977e+05 ) 
3404 ( -3.931910e+05 , -8.870922e+05 ) 
3405 ( -5.265502e+05 , -2.291972e+06 ) 
3406 ( -1.260429e+05 , -4.980852e+05 ) 
3407 ( -1.219307e+06 , -2.463254e+06 ) 
3408 ( -9.524735e+05 , -1.201457e+06 ) 
3409 ( -9.685746e+05 , -3.780535e+05 ) 
3410 ( -7.788203e+05 , -2.214953e+06 ) 
3411 ( -8.734908e+05 , -2.458222e+06 ) 
3412 ( -8.607491e+05 , -2.176453e+06 ) 
3413 ( -1.439523e+06 , -3.172282e+06 ) 
3414 ( 2.467278e+05 , -1.860185e+06 ) 
3415 ( -2.064653e+06 , -1.971348e+06 ) 
3416 ( -7.961201e+05 , -3.383973e+05 ) 
3417 ( -7.508687e+05 , -1.874205e+06 ) 
3418 ( -1.432142e+06 , -1.641747e+06 ) 
3419 ( -2.807386e+06 , -1.908153e+06 ) 
3420 ( -2.680119e+06 , -1.733832e+06 ) 
3421 ( -4.095705e+06 , -2.283873e+06 ) 
3422 ( -3.851089e+06 , -1.301598e+06 ) 
3423 ( -3.932870e+06 , 2.968269e+05 ) 
3424 ( 5.233499e+06 , 1.649244e+06 ) 
3425 ( -1.315812e+06 , -1.188889e+06 ) 
3426 ( -3.360097e+06 , -1.488579e+06 ) 
3427 ( -1.056674e+06 , -4.909941e+05 ) 
3428 ( -7.374597e+05 , -1.256352e+05 ) 
3429 ( 4.167366e+06 , 2.090803e+06 ) 
3430 ( -2.642250e+06 , 6.254321e+05 ) 
3431 ( -7.765998e+05 , -1.193196e+06 ) 
3432 ( 5.732909e+05 , -7.170547e+05 ) 
3433 ( -2.124690e+06 , -1.569648e+06 ) 
3434 ( -1.128838e+06 , -1.753730e+06 ) 
3435 ( -1.406583e+06 , -1.084944e+06 ) 
3436 ( -2.670645e+06 , -1.842713e+06 ) 
3437 ( -1.038356e+06 , -2.048898e+06 ) 
3438 ( -1.502774e+06 , -2.123506e+06 ) 
3439 ( -1.795428e+06 , -8.853675e+05 ) 
3440 ( -2.631595e+06 , -1.773630e+06 ) 
3441 ( -1.308427e+06 , -6.384957e+05 ) 
3442 ( -2.766421e+06 , -1.483269e+06 ) 
3443 ( -4.802926e+05 , -1.963634e+06 ) 
3444 ( -1.644477e+06 , -2.746232e+06 ) 
3445 ( -1.738169e+06 , -2.014267e+06 ) 
3446 ( -2.218520e+06 , -2.385515e+06 ) 
3447 ( -1.645415e+05 , -8.102364e+05 ) 
3448 ( -4.728783e+05 , -1.059769e+06 ) 
3449 ( -7.254684e+05 , -9.340095e+05 ) 
3450 ( -1.131506e+06 , -2.170600e+06 ) 
3451 ( 2.322853e+05 , -1.655086e+06 ) 
3452 ( -3.642295e+05 , -2.044276e+06 ) 
3453 ( -2.978497e+05 , -6.028709e+05 ) 
3454 ( -1.116076e+05 , -1.176275e+06 ) 
3455 ( -7.662768e+05 , -1.621728e+06 ) 
3456 ( -1.379550e+06 , -1.088431e+06 ) 
3457 ( -7.591490e+05 , -7.667409e+05 ) 
3458 ( -5.831856e+05 , -2.072523e+06 ) 
3459 ( -6.452367e+04 , -1.131694e+06 ) 
3460 ( -2.878562e+05 , -3.854114e+05 ) 
3461 ( -1.235477e+06 , 5.905504e+05 ) 
3462 ( -1.224442e+06 , -5.946314e+05 ) 
3463 ( 1.108772e+06 , -1.559783e+06 ) 
3464 ( 1.184242e+05 , -7.051298e+05 ) 
3465 ( -1.565452e+05 , 3.166811e+05 ) 
3466 ( 4.252847e+05 , -5.195728e+05 ) 
3467 ( -6.973840e+05 , -1.234489e+06 ) 
3468 ( -1.101306e+06 , -7.767727e+05 ) 
3469 ( -9.293257e+05 , 1.323692e+05 ) 
3470 ( -4.328974e+05 , -7.141049e+05 ) 
3471 ( 1.474763e+06 , -1.892077e+06 ) 
3472 ( 5.569824e+05 , -1.148348e+06 ) 
3473 ( -9.201627e+05 , 2.450135e+05 ) 
3474 ( -4.391247e+05 , -9.128946e+05 ) 
3475 ( 5.788813e+05 , -1.626475e+06 ) 
3476 ( -1.285972e+05 , 1.163229e+05 ) 
3477 ( -7.010104e+05 , 6.841591e+05 ) 
3478 ( 5.658072e+05 , -9.550859e+05 ) 
3479 ( 1.740171e+06 , -1.477597e+06 ) 
3480 ( 1.508410e+06 , -5.296813e+05 ) 
3481 ( -4.230005e+05 , 1.661035e+06 ) 
3482 ( 3.225950e+05 , 4.309607e+05 ) 
3483 ( 1.260880e+06 , -2.869480e+06 ) 
3484 ( 3.615860e+05 , -8.390572e+05 ) 
3485 ( 4.965211e+04 , 1.731053e+05 ) 
3486 ( 1.654520e+06 , -1.270581e+06 ) 
3487 ( 8.568395e+05 , 1.093883e+05 ) 
3488 ( 1.064650e+06 , 1.389046e+06 ) 
3489 ( -4.955321e+05 , 1.538132e+06 ) 
3490 ( 2.200322e+05 , 2.691367e+05 ) 
3491 ( 2.208382e+06 , -2.432530e+06 ) 
3492 ( 9.963875e+05 , -3.729586e+04 ) 
3493 ( -3.882997e+05 , 1.775656e+06 ) 
3494 ( 1.571584e+06 , 8.770337e+05 ) 
3495 ( 3.628745e+05 , -6.628281e+05 ) 
3496 ( 1.097229e+06 , 1.329158e+06 ) 
3497 ( 1.738138e+05 , 1.807861e+06 ) 
3498 ( 7.881676e+05 , 3.598088e+05 ) 
3499 ( 1.515533e+06 , -3.083104e+05 ) 
3500 ( 5.514123e+05 , -8.834168e+04 ) 
3501 ( 8.262018e+04 , 5.892147e+04 ) 
3502 ( 1.402353e+06 , 1.027969e+06 ) 
3503 ( 2.813026e+05 , -3.274631e+04 ) 
3504 ( 2.132864e+04 , 1.037723e+06 ) 
