  Freq. No. =   1,  f = 8.7415e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( 2.094650e+06 , 1.095560e+07 ) 
3009 ( -1.927648e+07 , 6.760060e+06 ) 
3010 ( -2.005679e+07 , 7.921106e+06 ) 
3011 ( 3.457643e+06 , 3.670870e+06 ) 
3012 ( -1.111292e+06 , 1.579463e+07 ) 
3013 ( -5.309255e+06 , 8.445292e+06 ) 
3014 ( -4.631604e+06 , 3.708257e+06 ) 
3015 ( 2.819027e+06 , 7.832614e+06 ) 
3016 ( 9.684733e+06 , 4.289983e+06 ) 
3017 ( 4.135220e+06 , 7.782763e+06 ) 
3018 ( 2.137213e+06 , 1.330663e+07 ) 
3019 ( 6.466062e+06 , 8.930374e+06 ) 
3020 ( -9.281610e+05 , 9.100178e+06 ) 
3021 ( 4.517267e+06 , 2.095175e+07 ) 
3022 ( 3.212657e+06 , 7.649834e+06 ) 
3023 ( 1.482839e+06 , 1.498528e+07 ) 
3024 ( 8.433964e+06 , 1.499552e+07 ) 
3025 ( 6.090109e+06 , 8.088215e+06 ) 
3026 ( 5.511205e+06 , 9.297872e+06 ) 
3027 ( 6.232373e+06 , 1.913884e+07 ) 
3028 ( 3.977665e+06 , 2.022959e+07 ) 
3029 ( 5.212370e+06 , -5.690659e+05 ) 
3030 ( -4.829338e+06 , 2.677664e+06 ) 
3031 ( -8.661982e+06 , 1.427162e+07 ) 
3032 ( -2.229667e+06 , 1.575509e+06 ) 
3033 ( 4.005772e+06 , 7.766535e+06 ) 
3034 ( 3.233163e+06 , 1.007891e+07 ) 
3035 ( -9.597671e+06 , 4.678133e+06 ) 
3036 ( -6.149152e+06 , 2.486379e+06 ) 
3037 ( 1.191175e+07 , 5.381087e+06 ) 
3038 ( 3.287903e+06 , 1.413513e+06 ) 
3039 ( 1.062960e+07 , 5.231435e+06 ) 
3040 ( 1.225258e+07 , 1.040491e+07 ) 
3041 ( -3.031529e+06 , -1.697680e+06 ) 
3042 ( -1.620709e+05 , 8.328874e+06 ) 
3043 ( -5.961216e+06 , 1.846538e+07 ) 
3044 ( -1.396650e+07 , 8.763561e+06 ) 
3045 ( 5.691242e+06 , -6.481561e+06 ) 
3046 ( 4.012964e+06 , 2.227708e+06 ) 
3047 ( 2.474534e+06 , 3.408891e+06 ) 
3048 ( 3.338493e+06 , -3.585526e+06 ) 
3049 ( 3.814954e+06 , -7.611964e+06 ) 
3050 ( -6.816822e+06 , -3.240199e+06 ) 
3051 ( 3.132652e+06 , 3.419159e+06 ) 
3052 ( 2.962349e+06 , 4.491080e+06 ) 
3053 ( 6.299395e+06 , 4.270762e+05 ) 
3054 ( 3.314030e+06 , -4.124839e+06 ) 
3055 ( -3.851803e+06 , 1.139939e+07 ) 
3056 ( -1.146528e+07 , 2.166920e+06 ) 
3057 ( -7.254150e+06 , -9.178620e+06 ) 
3058 ( 3.231862e+06 , -3.500792e+06 ) 
3059 ( 8.410012e+05 , 2.744805e+06 ) 
3060 ( 2.076337e+06 , -1.081189e+07 ) 
3061 ( -9.135381e+05 , -1.686325e+07 ) 
3062 ( -5.423317e+06 , -2.906218e+06 ) 
3063 ( 2.409923e+06 , 6.400327e+06 ) 
3064 ( 3.995891e+06 , -5.675745e+06 ) 
3065 ( 3.788887e+06 , -8.658146e+06 ) 
3066 ( 8.439000e+06 , -1.365767e+07 ) 
3067 ( -5.248034e+06 , 1.247394e+07 ) 
3068 ( -1.574570e+06 , 2.395326e+06 ) 
3069 ( -1.143766e+07 , -6.309394e+06 ) 
3070 ( 5.293706e+06 , -5.251368e+06 ) 
3071 ( 4.812971e+06 , 1.264980e+07 ) 
3072 ( 6.050138e+06 , -1.387214e+07 ) 
3073 ( -2.178071e+07 , -1.118797e+07 ) 
3074 ( -1.086417e+07 , -1.341323e+07 ) 
3075 ( -1.526904e+06 , 2.713639e+06 ) 
3076 ( 1.969172e+05 , -1.457547e+07 ) 
3077 ( -1.527506e+07 , 6.026080e+06 ) 
3078 ( 7.690289e+05 , -2.694829e+07 ) 
3079 ( 9.558985e+06 , -7.185123e+05 ) 
3080 ( -3.533615e+06 , -9.775196e+06 ) 
3081 ( -2.206539e+07 , -1.019319e+07 ) 
3082 ( 1.832215e+07 , -2.025864e+07 ) 
3083 ( 1.178151e+07 , 1.584031e+07 ) 
3084 ( 4.599501e+06 , -2.585013e+07 ) 
3085 ( -1.428676e+07 , -3.266317e+06 ) 
3086 ( 1.310931e+07 , -1.812615e+07 ) 
3087 ( -4.042788e+06 , 8.519763e+06 ) 
3088 ( 1.264234e+07 , -2.395909e+07 ) 
3089 ( -6.320828e+06 , -4.263997e+06 ) 
3090 ( -2.533481e+06 , -1.625747e+07 ) 
3091 ( -5.096882e+06 , -6.362748e+06 ) 
3092 ( 1.924645e+07 , -2.105682e+07 ) 
3093 ( 2.403905e+07 , 1.486201e+07 ) 
3094 ( 9.023236e+06 , 6.443160e+06 ) 
3095 ( -8.059255e+06 , 1.918530e+06 ) 
3096 ( -4.366737e+06 , 4.385410e+06 ) 
3097 ( -1.325249e+06 , -2.670821e+06 ) 
3098 ( -7.493561e+06 , 5.457005e+06 ) 
3099 ( -1.774534e+07 , -3.162609e+06 ) 
3100 ( -3.881207e+06 , -8.506822e+06 ) 
3101 ( 1.145572e+07 , 1.096386e+07 ) 
3102 ( -2.927962e+06 , 2.152831e+07 ) 
3103 ( 1.085705e+07 , -6.067481e+06 ) 
3104 ( 1.172032e+06 , 1.937843e+07 ) 
3105 ( -3.328036e+06 , 6.153834e+06 ) 
3106 ( -6.759166e+06 , 2.706867e+07 ) 
3107 ( -3.391734e+06 , -4.033234e+06 ) 
3108 ( -1.114391e+07 , 2.018656e+07 ) 
3109 ( -7.844467e+06 , 1.035144e+07 ) 
3110 ( 1.979522e+06 , 6.988220e+06 ) 
3111 ( 3.333399e+07 , -3.169980e+06 ) 
3112 ( 3.167856e+06 , 2.887158e+07 ) 
3113 ( -7.699627e+05 , -6.091862e+06 ) 
3114 ( 3.538442e+05 , -3.112814e+05 ) 
3115 ( 3.171940e+06 , -1.638190e+06 ) 
3116 ( -1.923308e+06 , -4.471870e+06 ) 
3117 ( 6.167104e+06 , -6.090002e+05 ) 
3118 ( 4.141600e+06 , -3.840838e+06 ) 
3119 ( 7.025663e+06 , 8.202136e+04 ) 
3120 ( 1.526436e+06 , 6.071396e+04 ) 
3121 ( -1.970748e+05 , -1.373137e+06 ) 
3122 ( 2.740367e+06 , -3.615727e+06 ) 
3123 ( 4.659369e+06 , -3.182770e+06 ) 
3124 ( 2.096646e+06 , -8.566303e+05 ) 
3125 ( -1.115301e+06 , -6.049138e+06 ) 
3126 ( -3.203931e+06 , -6.609741e+06 ) 
3127 ( 4.038794e+06 , 5.940926e+06 ) 
3128 ( 1.896466e+06 , 7.254402e+06 ) 
3129 ( -4.525676e+06 , 4.170294e+06 ) 
3130 ( -2.062537e+06 , -1.075698e+07 ) 
3131 ( -1.186821e+06 , -9.419592e+06 ) 
3132 ( -3.057954e+06 , -1.063343e+07 ) 
3133 ( -2.979319e+06 , 1.732238e+07 ) 
3134 ( 1.630490e+07 , 2.684925e+06 ) 
3135 ( -5.761453e+05 , -5.660017e+06 ) 
3136 ( -7.448359e+05 , -4.817746e+06 ) 
3137 ( -2.181522e+06 , -3.718013e+05 ) 
3138 ( 1.498407e+06 , -8.839005e+06 ) 
3139 ( 2.636368e+06 , -1.984970e+07 ) 
3140 ( 1.775306e+07 , -7.716573e+06 ) 
3141 ( 2.878879e+06 , 8.220595e+06 ) 
3142 ( 2.519518e+06 , -2.539993e+06 ) 
3143 ( -3.400469e+05 , 2.034308e+05 ) 
3144 ( -1.182338e+06 , 2.892388e+06 ) 
3145 ( 6.316931e+06 , 1.450734e+06 ) 
3146 ( 1.371668e+07 , -1.437716e+07 ) 
3147 ( 8.516028e+05 , -1.163466e+07 ) 
3148 ( 3.525299e+06 , -1.276106e+07 ) 
3149 ( 1.149654e+06 , 8.506310e+06 ) 
3150 ( -4.419460e+06 , 8.270803e+06 ) 
3151 ( -1.230008e+07 , 1.471564e+06 ) 
3152 ( 5.863374e+06 , -5.439452e+06 ) 
3153 ( 5.160257e+06 , 2.402430e+05 ) 
3154 ( -5.098854e+06 , -5.203239e+06 ) 
3155 ( -5.442737e+06 , -7.098994e+06 ) 
3156 ( 1.570860e+06 , 1.013993e+06 ) 
3157 ( 4.182515e+06 , 1.116400e+07 ) 
3158 ( 5.403322e+06 , 3.066371e+05 ) 
3159 ( 4.767363e+06 , 2.892747e+06 ) 
3160 ( 3.588823e+05 , 2.534990e+06 ) 
3161 ( -8.083061e+06 , 9.785316e+06 ) 
3162 ( -1.248714e+07 , 1.515114e+07 ) 
3163 ( -1.023113e+07 , 6.864907e+06 ) 
3164 ( -4.590311e+06 , 1.250737e+06 ) 
3165 ( 3.561217e+06 , 8.191304e+06 ) 
3166 ( -7.979415e+06 , 6.385784e+06 ) 
3167 ( -3.511519e+06 , 1.242862e+07 ) 
3168 ( 2.009356e+06 , 1.186127e+07 ) 
3169 ( -9.834097e+06 , 1.163914e+07 ) 
3170 ( -1.443730e+07 , 9.914204e+06 ) 
3171 ( 1.254439e+07 , 1.098499e+07 ) 
3172 ( 1.805036e+06 , 6.554805e+06 ) 
3173 ( -6.233556e+06 , 2.358443e+07 ) 
3174 ( -9.937414e+06 , 2.195393e+07 ) 
3175 ( -3.827555e+05 , 2.900900e+07 ) 
3176 ( -1.220571e+07 , 2.047474e+07 ) 
3177 ( -5.986083e+06 , 2.482653e+07 ) 
3178 ( -1.885949e+07 , 4.084695e+07 ) 
3179 ( -2.469492e+06 , 2.237024e+07 ) 
3180 ( -2.003363e+06 , 1.976056e+07 ) 
3181 ( 8.021432e+06 , 2.403828e+07 ) 
3182 ( -2.594736e+07 , 3.452678e+07 ) 
3183 ( 4.718840e+06 , 1.978960e+07 ) 
3184 ( 5.136341e+06 , 3.809184e+07 ) 
3185 ( -6.426490e+06 , 5.025788e+07 ) 
3186 ( -1.520773e+07 , 4.720497e+07 ) 
3187 ( 9.069098e+06 , 4.022406e+07 ) 
3188 ( -2.012608e+07 , 5.008895e+07 ) 
3189 ( -1.314940e+07 , 4.591705e+07 ) 
3190 ( -1.317681e+07 , 6.238878e+07 ) 
3191 ( 1.239088e+07 , 3.613161e+07 ) 
3192 ( -3.458831e+06 , 4.380336e+07 ) 
3193 ( -8.851641e+06 , 3.593757e+07 ) 
3194 ( -2.000078e+07 , 6.702645e+07 ) 
3195 ( 4.398985e+06 , 3.707213e+07 ) 
3196 ( 3.294243e+06 , 6.001191e+07 ) 
3197 ( 2.678940e+07 , 1.763971e+07 ) 
3198 ( 8.010287e+06 , 4.171402e+07 ) 
3199 ( 2.673775e+07 , 4.956147e+07 ) 
3200 ( 8.681487e+06 , 6.741667e+07 ) 
3201 ( 2.088319e+07 , 3.358422e+07 ) 
3202 ( 4.598928e+07 , 4.112436e+07 ) 
3203 ( 7.749537e+06 , 6.242184e+07 ) 
3204 ( -4.199010e+07 , 5.760201e+07 ) 
3205 ( 8.567235e+06 , -4.547068e+07 ) 
3206 ( 1.623745e+07 , -3.972421e+07 ) 
3207 ( -4.592120e+07 , -4.550043e+07 ) 
3208 ( -3.031299e+07 , -2.184126e+07 ) 
3209 ( -1.014556e+07 , -3.305060e+07 ) 
3210 ( -2.834602e+07 , -5.620225e+07 ) 
3211 ( 1.921962e+07 , 1.162109e+07 ) 
3212 ( 2.534812e+07 , -1.131635e+07 ) 
3213 ( 2.148290e+07 , -4.312903e+07 ) 
3214 ( 8.349732e+06 , -3.682364e+07 ) 
3215 ( -7.651811e+06 , -3.041470e+07 ) 
3216 ( -1.037569e+07 , -7.132335e+07 ) 
3217 ( -6.745145e+06 , -1.242316e+07 ) 
3218 ( 1.127577e+07 , -2.443299e+07 ) 
3219 ( -1.896875e+07 , -4.127548e+07 ) 
3220 ( -9.222445e+06 , -3.403116e+07 ) 
3221 ( 6.134219e+06 , -3.130098e+07 ) 
3222 ( -4.823179e+06 , -6.270518e+06 ) 
3223 ( -9.807005e+06 , -7.781528e+06 ) 
3224 ( -1.365778e+07 , -2.273836e+07 ) 
3225 ( -5.423229e+06 , -1.686765e+07 ) 
3226 ( 2.411921e+07 , -1.647545e+07 ) 
3227 ( -1.000796e+07 , -2.833343e+07 ) 
3228 ( -2.848191e+06 , -2.209479e+07 ) 
3229 ( 5.023631e+06 , -2.947452e+06 ) 
3230 ( 1.622926e+06 , -4.627946e+06 ) 
3231 ( -1.078507e+07 , -1.328183e+07 ) 
3232 ( -9.168000e+05 , 4.144865e+06 ) 
3233 ( 1.297829e+07 , 3.120716e+06 ) 
3234 ( 1.216981e+07 , -1.968107e+06 ) 
3235 ( -4.542225e+05 , 7.918768e+06 ) 
3236 ( -1.151545e+07 , 3.954611e+06 ) 
3237 ( -1.042109e+06 , 2.100386e+07 ) 
3238 ( 7.945806e+06 , -4.957119e+06 ) 
3239 ( 2.470425e+06 , 2.368092e+06 ) 
3240 ( -1.268025e+07 , 5.367232e+05 ) 
3241 ( -1.088260e+07 , 1.616138e+07 ) 
3242 ( 5.228483e+06 , 1.984255e+07 ) 
3243 ( -4.646716e+06 , 2.692242e+07 ) 
3244 ( -5.558709e+05 , 2.899690e+04 ) 
3245 ( -2.766371e+06 , 1.302094e+07 ) 
3246 ( 5.593089e+06 , 2.982894e+06 ) 
3247 ( -4.762004e+06 , 6.508057e+06 ) 
3248 ( -4.130219e+06 , 1.537584e+07 ) 
3249 ( 4.208422e+06 , 2.211217e+07 ) 
3250 ( 4.687902e+06 , 1.488566e+07 ) 
3251 ( -7.664879e+06 , 2.680904e+07 ) 
3252 ( -1.261119e+07 , 4.568975e+06 ) 
3253 ( -3.269360e+06 , 9.926481e+06 ) 
3254 ( -7.781933e+06 , 4.624855e+06 ) 
3255 ( -3.136906e+06 , 1.104675e+07 ) 
3256 ( 1.714454e+06 , 2.023720e+06 ) 
3257 ( -3.677706e+05 , 1.065148e+07 ) 
3258 ( 1.776406e+07 , 2.548647e+06 ) 
3259 ( 1.145414e+07 , 9.462872e+06 ) 
3260 ( 6.474596e+05 , 8.409015e+06 ) 
3261 ( 7.346095e+06 , 4.459469e+06 ) 
3262 ( -2.510999e+06 , 3.331112e+06 ) 
3263 ( -8.823216e+06 , 1.322233e+07 ) 
3264 ( -1.408075e+05 , 2.693129e+06 ) 
3265 ( 1.002854e+07 , -7.526008e+06 ) 
3266 ( -2.819017e+06 , 3.281507e+06 ) 
3267 ( 5.673392e+06 , 1.792987e+06 ) 
3268 ( -4.865709e+06 , 1.095596e+07 ) 
3269 ( -9.101005e+06 , 5.812743e+06 ) 
3270 ( 1.795716e+06 , -1.691709e+07 ) 
3271 ( 1.278264e+07 , -1.243566e+07 ) 
3272 ( 8.885789e+06 , 1.258994e+07 ) 
3273 ( 9.370124e+06 , -9.442176e+06 ) 
3274 ( 8.041669e+06 , -1.877130e+07 ) 
3275 ( -3.737308e+06 , 6.273398e+06 ) 
3276 ( -2.615796e+06 , 2.302544e+07 ) 
3277 ( 9.166110e+06 , -3.314569e+06 ) 
3278 ( -1.114503e+07 , -7.015194e+06 ) 
3279 ( -1.170424e+06 , -1.784029e+06 ) 
3280 ( 4.823092e+06 , 7.658889e+06 ) 
3281 ( 6.616063e+06 , -3.343453e+06 ) 
3282 ( 1.488393e+06 , -1.249346e+07 ) 
3283 ( 1.966930e+07 , -1.165926e+07 ) 
3284 ( -3.285213e+06 , 5.165336e+06 ) 
3285 ( 5.624548e+06 , -3.528920e+06 ) 
3286 ( -6.087746e+06 , -9.738975e+06 ) 
3287 ( 2.149650e+06 , -5.096612e+06 ) 
3288 ( 1.252245e+07 , 1.633734e+07 ) 
3289 ( 8.092623e+06 , -1.734403e+07 ) 
3290 ( 4.956183e+06 , -1.503792e+07 ) 
3291 ( 1.463878e+07 , 2.951178e+05 ) 
3292 ( -4.886087e+06 , 1.545487e+07 ) 
3293 ( 5.842231e+06 , 9.732122e+05 ) 
3294 ( -2.546005e+07 , 1.247556e+07 ) 
3295 ( -1.075789e+07 , -8.658016e+06 ) 
3296 ( -5.055387e+06 , -8.668636e+06 ) 
3297 ( -8.673566e+06 , -1.165230e+07 ) 
3298 ( 5.534574e+06 , -8.272582e+06 ) 
3299 ( 2.081431e+07 , -2.263353e+07 ) 
3300 ( -7.467428e+06 , 5.549069e+06 ) 
3301 ( 3.428480e+06 , -4.505046e+07 ) 
3302 ( 4.076951e+06 , 2.839603e+06 ) 
3303 ( -8.859630e+06 , -1.868085e+06 ) 
3304 ( -1.467803e+07 , 1.557208e+07 ) 
3305 ( 1.423988e+07 , -2.698266e+06 ) 
3306 ( 7.143167e+06 , 1.857987e+07 ) 
3307 ( -2.961292e+06 , -3.472366e+07 ) 
3308 ( 3.420619e+05 , -2.952392e+07 ) 
3309 ( -1.343529e+06 , 1.259781e+07 ) 
3310 ( -1.369270e+07 , 1.492261e+07 ) 
3311 ( 1.589449e+07 , -1.577537e+07 ) 
3312 ( 1.026038e+07 , 1.598589e+07 ) 
3313 ( -4.980860e+06 , -2.322772e+07 ) 
3314 ( -1.036757e+07 , -9.058379e+06 ) 
3315 ( -3.824766e+06 , 1.838436e+07 ) 
3316 ( 1.672557e+07 , 2.244171e+06 ) 
3317 ( 9.602130e+05 , 1.742531e+07 ) 
3318 ( -6.135240e+06 , 2.790716e+07 ) 
3319 ( -7.080321e+05 , -5.534504e+06 ) 
3320 ( -1.253174e+05 , -2.239552e+07 ) 
3321 ( -7.450058e+05 , 2.447415e+07 ) 
3322 ( 8.495460e+06 , 1.059037e+07 ) 
3323 ( -1.852738e+06 , 4.299120e+05 ) 
3324 ( -2.743450e+05 , 1.615912e+07 ) 
3325 ( -9.678585e+06 , 4.376599e+06 ) 
3326 ( 6.923006e+06 , 4.768453e+06 ) 
3327 ( 4.449965e+06 , -1.938123e+07 ) 
3328 ( -5.609544e+06 , 2.942367e+07 ) 
3329 ( 1.292497e+07 , 1.211988e+07 ) 
3330 ( 7.236816e+06 , 5.742893e+06 ) 
3331 ( -3.292009e+06 , 2.008268e+07 ) 
3332 ( 2.225818e+07 , -4.423785e+06 ) 
3333 ( 2.419084e+07 , -7.972377e+06 ) 
3334 ( -1.209709e+06 , -4.301136e+06 ) 
3335 ( -3.196705e+06 , 6.220925e+06 ) 
3336 ( 1.367885e+07 , 6.914975e+06 ) 
3337 ( -6.629636e+06 , 8.857629e+06 ) 
3338 ( -5.303864e+06 , -1.727564e+07 ) 
3339 ( -3.900901e+06 , -1.157080e+07 ) 
3340 ( -6.844511e+06 , 2.179494e+07 ) 
3341 ( -1.393673e+07 , 5.538036e+06 ) 
3342 ( 3.884943e+06 , -6.166495e+06 ) 
3343 ( -1.056255e+07 , -3.266004e+06 ) 
3344 ( 1.441544e+06 , -1.633933e+06 ) 
3345 ( 4.380788e+06 , -1.981856e+07 ) 
3346 ( 2.577490e+06 , -1.238490e+06 ) 
3347 ( 4.583371e+06 , -7.529901e+06 ) 
3348 ( 1.118396e+07 , 8.347728e+05 ) 
3349 ( -5.427182e+06 , 3.293210e+06 ) 
3350 ( -2.486386e+06 , -1.271258e+07 ) 
3351 ( 1.363722e+06 , -1.934760e+07 ) 
3352 ( -7.654367e+06 , 2.411092e+05 ) 
3353 ( -6.696968e+06 , -1.302775e+07 ) 
3354 ( -8.870988e+06 , -6.742236e+05 ) 
3355 ( -6.817763e+06 , 4.480829e+06 ) 
3356 ( 9.549479e+06 , 4.163107e+06 ) 
3357 ( 6.187336e+06 , -1.196682e+07 ) 
3358 ( 7.728998e+06 , -8.255721e+06 ) 
3359 ( -3.009285e+06 , -9.031173e+06 ) 
3360 ( 1.978256e+06 , -8.850555e+06 ) 
3361 ( -3.226050e+06 , -4.313360e+06 ) 
3362 ( -6.297094e+06 , -3.957858e+06 ) 
3363 ( 5.618711e+06 , -7.992629e+06 ) 
3364 ( -4.198635e+06 , 1.615372e+06 ) 
3365 ( -8.994655e+06 , -2.239643e+06 ) 
3366 ( -5.188437e+06 , 1.188439e+07 ) 
3367 ( 1.850745e+06 , 1.589222e+07 ) 
3368 ( 1.337725e+07 , -2.446894e+06 ) 
3369 ( 1.184438e+07 , -2.026982e+06 ) 
3370 ( -2.856592e+06 , -5.393765e+06 ) 
3371 ( -3.837331e+06 , 1.462753e+07 ) 
3372 ( -1.766878e+06 , 3.050059e+06 ) 
3373 ( 1.612216e+06 , 1.103397e+07 ) 
3374 ( 8.860273e+06 , -6.279043e+06 ) 
3375 ( 6.437651e+06 , 1.287910e+07 ) 
3376 ( 1.921165e+05 , 9.215710e+06 ) 
3377 ( 4.289312e+06 , 1.736817e+07 ) 
3378 ( -6.495979e+06 , 6.612273e+06 ) 
3379 ( 5.783222e+06 , 1.392364e+07 ) 
3380 ( 6.157712e+06 , 1.276804e+07 ) 
3381 ( 8.848720e+06 , 1.950554e+07 ) 
3382 ( -9.204628e+06 , 4.679421e+06 ) 
3383 ( -8.297072e+06 , 3.245235e+07 ) 
3384 ( 7.026265e+06 , 1.173679e+07 ) 
3385 ( 8.808610e+06 , 9.790474e+06 ) 
3386 ( -2.041178e+06 , 5.623282e+06 ) 
3387 ( -3.870474e+06 , 2.075100e+07 ) 
3388 ( 8.194426e+06 , 9.172925e+06 ) 
3389 ( 7.569669e+06 , 2.936641e+07 ) 
3390 ( 2.193047e+06 , 8.313558e+06 ) 
3391 ( 6.204821e+06 , 2.726205e+07 ) 
3392 ( -3.941119e+06 , 3.572363e+07 ) 
3393 ( -1.030282e+06 , 3.385909e+07 ) 
3394 ( -7.959737e+06 , 2.444172e+07 ) 
3395 ( -1.239108e+07 , 3.468104e+07 ) 
3396 ( 6.977110e+06 , 1.166203e+07 ) 
3397 ( 2.004618e+07 , 2.017260e+07 ) 
3398 ( 5.331082e+06 , 2.517393e+07 ) 
3399 ( -8.067689e+06 , 3.895757e+07 ) 
3400 ( -2.926559e+05 , 1.323540e+07 ) 
3401 ( -4.607790e+06 , 3.377675e+07 ) 
3402 ( 3.427983e+06 , 4.519434e+07 ) 
3403 ( -2.483086e+07 , 4.817348e+07 ) 
3404 ( -8.368593e+06 , 1.778830e+07 ) 
3405 ( -3.080687e+06 , 4.785867e+07 ) 
3406 ( 1.469063e+07 , 5.151422e+07 ) 
3407 ( -1.483532e+07 , 3.659585e+07 ) 
3408 ( 9.317692e+06 , 1.604705e+07 ) 
3409 ( -5.382933e+06 , 4.894748e+07 ) 
3410 ( -1.032148e+07 , 3.820387e+07 ) 
3411 ( -7.354893e+06 , 5.138262e+07 ) 
3412 ( -8.503621e+06 , 2.752266e+07 ) 
3413 ( -2.133325e+07 , 3.231429e+07 ) 
3414 ( 1.408398e+07 , 2.204373e+07 ) 
3415 ( -2.601781e+07 , 6.059252e+07 ) 
3416 ( -5.226839e+06 , 2.830756e+07 ) 
3417 ( 1.061635e+07 , 4.859641e+07 ) 
3418 ( 2.498545e+07 , 3.861979e+07 ) 
3419 ( 2.222939e+06 , -3.002725e+06 ) 
3420 ( 1.460222e+07 , 3.757126e+07 ) 
3421 ( -1.331023e+07 , 7.159826e+07 ) 
3422 ( 2.491754e+07 , -6.529234e+05 ) 
3423 ( 3.644127e+07 , 4.957339e+06 ) 
3424 ( -1.159567e+06 , 1.216120e+05 ) 
3425 ( -7.514842e+07 , -2.563979e+07 ) 
3426 ( -1.747377e+07 , -4.075253e+07 ) 
3427 ( -4.048042e+07 , -7.030090e+07 ) 
3428 ( -1.948262e+07 , -8.848745e+07 ) 
3429 ( -1.187514e+07 , -4.835376e+07 ) 
3430 ( -1.522386e+07 , -3.243263e+07 ) 
3431 ( -1.131249e+07 , -4.231399e+07 ) 
3432 ( -2.509335e+07 , -4.496106e+07 ) 
3433 ( -4.070035e+07 , -5.163847e+07 ) 
3434 ( -2.040230e+07 , -4.698307e+07 ) 
3435 ( -4.927413e+05 , -2.192875e+07 ) 
3436 ( 2.649027e+06 , -6.469499e+07 ) 
3437 ( -1.955820e+07 , -4.459617e+07 ) 
3438 ( -5.095922e+05 , -3.394661e+07 ) 
3439 ( -1.405359e+06 , 3.458248e+06 ) 
3440 ( -1.037497e+07 , -2.599491e+07 ) 
3441 ( -8.216240e+06 , -4.293124e+07 ) 
3442 ( 2.762298e+07 , -5.832527e+07 ) 
3443 ( 8.393538e+06 , 1.610668e+05 ) 
3444 ( 1.325419e+06 , -2.725815e+07 ) 
3445 ( 1.161061e+06 , -4.168507e+07 ) 
3446 ( 1.674575e+07 , -2.298150e+07 ) 
3447 ( 6.774604e+06 , -1.102763e+07 ) 
3448 ( -2.597715e+06 , -1.976932e+07 ) 
3449 ( -1.573247e+07 , -2.687214e+07 ) 
3450 ( 4.807103e+06 , -2.987882e+07 ) 
3451 ( -8.730178e+05 , 1.133558e+07 ) 
3452 ( 1.350187e+06 , -5.024107e+06 ) 
3453 ( 3.379584e+06 , -9.246160e+06 ) 
3454 ( 1.264838e+07 , -4.994860e+06 ) 
3455 ( 1.186764e+07 , -2.711147e+05 ) 
3456 ( -1.094674e+07 , -3.583086e+06 ) 
3457 ( -4.202549e+06 , -1.257183e+07 ) 
3458 ( 1.260124e+07 , -1.268180e+07 ) 
3459 ( 5.554398e+06 , -4.826523e+06 ) 
3460 ( 7.108451e+06 , -1.070396e+06 ) 
3461 ( -6.117678e+06 , -2.764826e+06 ) 
3462 ( -6.122250e+06 , -1.881068e+06 ) 
3463 ( -8.460494e+05 , 5.724162e+06 ) 
3464 ( -9.170945e+06 , 1.244229e+06 ) 
3465 ( 3.631636e+06 , 2.758261e+06 ) 
3466 ( 1.079371e+07 , 4.923948e+06 ) 
3467 ( 4.200846e+06 , -9.109704e+06 ) 
3468 ( -1.075246e+07 , 2.322157e+06 ) 
3469 ( -6.600815e+06 , 1.176847e+07 ) 
3470 ( -9.456836e+06 , -6.376289e+05 ) 
3471 ( -2.909080e+06 , -9.598498e+06 ) 
3472 ( -2.630819e+06 , -4.141344e+05 ) 
3473 ( 1.382415e+06 , 1.126600e+07 ) 
3474 ( -7.818845e+06 , -1.618032e+06 ) 
3475 ( -3.606451e+06 , -7.681063e+06 ) 
3476 ( -1.876933e+06 , -7.248511e+06 ) 
3477 ( 5.807007e+06 , 1.137415e+07 ) 
3478 ( -3.544853e+05 , -9.268018e+04 ) 
3479 ( -8.227449e+06 , -2.866660e+06 ) 
3480 ( -1.339225e+07 , 1.484839e+06 ) 
3481 ( -1.151951e+06 , 2.125408e+07 ) 
3482 ( -8.750774e+06 , -1.219938e+06 ) 
3483 ( 4.477705e+06 , -6.435996e+06 ) 
3484 ( -6.857012e+05 , 2.021692e+05 ) 
3485 ( 1.306941e+06 , 9.291861e+06 ) 
3486 ( -6.895427e+06 , -5.552870e+06 ) 
3487 ( -7.303600e+06 , -9.135213e+06 ) 
3488 ( -4.920309e+06 , -1.191350e+07 ) 
3489 ( -7.182675e+06 , 1.339876e+07 ) 
3490 ( -9.631636e+06 , 7.169185e+05 ) 
3491 ( -8.143293e+06 , 5.915836e+06 ) 
3492 ( -6.433968e+04 , -1.181866e+07 ) 
3493 ( 2.107143e+07 , 1.271550e+06 ) 
3494 ( 6.487985e+06 , -1.200189e+07 ) 
3495 ( -7.068701e+06 , -5.721868e+06 ) 
3496 ( 7.578329e+06 , -1.501618e+06 ) 
3497 ( 2.480976e+06 , 8.543458e+06 ) 
3498 ( -7.495378e+06 , -1.058837e+07 ) 
3499 ( -1.495283e+06 , -1.873550e+06 ) 
3500 ( 4.673896e+06 , 2.432615e+06 ) 
3501 ( -4.062717e+06 , 9.550514e+06 ) 
3502 ( 8.763282e+06 , -2.270432e+05 ) 
3503 ( 3.768361e+06 , -8.000827e+06 ) 
3504 ( 1.298703e+07 , -1.061557e+07 ) 
