  Freq. No. =   1,  f = 6.0418e+03 (Hz),  k = (0.1832D+01, 0.0000D+00):
 Solution on the Boundary:
Elements: this line is just for fun 
1 ( 3.678731e+06 , -4.713562e+06 ) 
3009 ( -1.028106e+06 , -1.199390e+06 ) 
3010 ( -1.475027e+06 , -2.031130e+06 ) 
3011 ( -5.993561e+05 , -1.610544e+06 ) 
3012 ( -1.617195e+06 , -2.213573e+06 ) 
3013 ( -1.528644e+06 , -8.412480e+05 ) 
3014 ( -1.864191e+06 , -8.543115e+05 ) 
3015 ( -1.125465e+06 , -1.351528e+06 ) 
3016 ( -4.175848e+05 , -8.342680e+05 ) 
3017 ( -2.405404e+05 , -2.574299e+06 ) 
3018 ( -6.902921e+05 , -1.423225e+06 ) 
3019 ( -8.897185e+05 , -7.062253e+04 ) 
3020 ( -1.269452e+06 , -1.905945e+06 ) 
3021 ( -1.330711e+06 , -1.429826e+06 ) 
3022 ( -1.543678e+06 , -2.642136e+06 ) 
3023 ( -1.311068e+06 , -2.576663e+06 ) 
3024 ( -6.837495e+05 , -5.951608e+05 ) 
3025 ( -1.078869e+06 , -4.327589e+05 ) 
3026 ( -2.835828e+06 , -1.613956e+06 ) 
3027 ( -2.191839e+06 , -1.242299e+06 ) 
3028 ( -2.120302e+06 , -1.908377e+06 ) 
3029 ( -1.017391e+06 , -7.955353e+05 ) 
3030 ( -1.628595e+06 , -2.192453e+06 ) 
3031 ( -1.150463e+06 , -1.580307e+06 ) 
3032 ( -2.526529e+06 , -1.789398e+06 ) 
3033 ( -9.681385e+05 , -1.031012e+06 ) 
3034 ( -1.761810e+06 , -2.038548e+06 ) 
3035 ( -4.375065e+05 , -1.370691e+06 ) 
3036 ( -1.359308e+06 , -2.217974e+06 ) 
3037 ( -1.060787e+06 , -7.670131e+05 ) 
3038 ( -2.418026e+06 , -2.246416e+06 ) 
3039 ( -1.773042e+06 , -1.314329e+06 ) 
3040 ( -2.131818e+06 , -1.987318e+06 ) 
3041 ( -5.435934e+05 , -1.476117e+06 ) 
3042 ( -2.257503e+06 , -2.802698e+06 ) 
3043 ( -1.602313e+06 , -1.661232e+06 ) 
3044 ( -2.241241e+06 , -2.531548e+06 ) 
3045 ( -1.199339e+06 , -7.676286e+05 ) 
3046 ( -2.127918e+06 , -1.875789e+06 ) 
3047 ( -1.692573e+06 , -1.291601e+06 ) 
3048 ( -2.381925e+06 , -2.563486e+06 ) 
3049 ( -9.345026e+05 , -1.520082e+06 ) 
3050 ( -1.164432e+06 , -2.503999e+06 ) 
3051 ( 5.489348e+04 , -6.336671e+05 ) 
3052 ( -1.574734e+06 , -1.890117e+06 ) 
3053 ( -9.170108e+05 , -2.022432e+06 ) 
3054 ( -2.088013e+06 , -1.533190e+06 ) 
3055 ( -1.280526e+06 , -1.766383e+05 ) 
3056 ( -1.459321e+06 , -2.506979e+06 ) 
3057 ( 1.933323e+04 , -1.069342e+06 ) 
3058 ( -1.891027e+06 , -2.154768e+06 ) 
3059 ( -1.450230e+06 , 6.082214e+04 ) 
3060 ( -1.887168e+06 , -1.234811e+06 ) 
3061 ( -1.491452e+06 , -1.886085e+06 ) 
3062 ( -3.309488e+06 , -2.701456e+06 ) 
3063 ( -2.113394e+06 , -1.471655e+06 ) 
3064 ( -2.404402e+06 , -2.811561e+06 ) 
3065 ( -5.051167e+05 , -7.964129e+05 ) 
3066 ( -1.110442e+06 , -1.699251e+06 ) 
3067 ( -1.086757e+06 , -3.988998e+05 ) 
3068 ( -2.751695e+06 , -2.145532e+06 ) 
3069 ( -1.349347e+05 , -1.731190e+06 ) 
3070 ( -2.033245e+06 , -1.282478e+06 ) 
3071 ( -1.189326e+06 , 1.186142e+04 ) 
3072 ( -9.426802e+05 , -1.774176e+06 ) 
3073 ( -5.969581e+05 , -1.832424e+06 ) 
3074 ( -1.025065e+06 , -1.403395e+06 ) 
3075 ( -1.054312e+06 , 1.791937e+06 ) 
3076 ( -2.032525e+06 , -8.916935e+05 ) 
3077 ( 2.280129e+05 , -3.092603e+06 ) 
3078 ( -1.901773e+06 , -1.926016e+06 ) 
3079 ( -1.391115e+06 , 2.149307e+05 ) 
3080 ( -8.076056e+05 , -2.093442e+06 ) 
3081 ( -6.658756e+04 , -8.048796e+05 ) 
3082 ( -1.053645e+06 , -3.307943e+05 ) 
3083 ( -1.849782e+06 , 1.790157e+06 ) 
3084 ( -2.027893e+06 , -9.782001e+05 ) 
3085 ( -2.087009e+05 , -1.847431e+06 ) 
3086 ( -1.686731e+06 , -3.155327e+06 ) 
3087 ( -5.963102e+05 , -1.145396e+06 ) 
3088 ( -6.812773e+05 , -1.304878e+06 ) 
3089 ( -7.769032e+05 , -3.494642e+06 ) 
3090 ( 5.864467e+05 , 1.147355e+05 ) 
3091 ( -1.527219e+06 , 2.083435e+06 ) 
3092 ( -1.757651e+06 , -2.685054e+06 ) 
3093 ( 4.547992e+06 , -1.305957e+06 ) 
3094 ( -1.699382e+06 , 5.836480e+05 ) 
3095 ( -2.451056e+06 , 3.201108e+06 ) 
3096 ( 1.453140e+06 , 9.901045e+05 ) 
3097 ( -5.994560e+05 , -9.029017e+05 ) 
3098 ( 1.124374e+06 , -1.070655e+05 ) 
3099 ( -1.413566e+06 , 4.955095e+05 ) 
3100 ( -2.408027e+06 , 9.590804e+04 ) 
3101 ( 2.150427e+06 , -1.735996e+06 ) 
3102 ( 7.974396e+05 , -4.523992e+04 ) 
3103 ( 3.583475e+05 , 1.105339e+06 ) 
3104 ( 2.442317e+06 , -6.064769e+04 ) 
3105 ( 4.878656e+05 , -1.708143e+06 ) 
3106 ( 1.044145e+05 , 8.155267e+05 ) 
3107 ( -4.759696e+05 , 2.327257e+06 ) 
3108 ( 8.365428e+04 , 1.660290e+05 ) 
3109 ( 8.269783e+05 , -1.728112e+06 ) 
3110 ( 1.092716e+06 , 1.784064e+05 ) 
3111 ( -5.778627e+05 , 2.026545e+06 ) 
3112 ( 3.917188e+05 , 7.922552e+05 ) 
3113 ( 1.489322e+06 , -1.821786e+05 ) 
3114 ( 1.727827e+06 , 1.519441e+06 ) 
3115 ( 7.699773e+05 , 3.720434e+05 ) 
3116 ( 1.689385e+06 , 2.545277e+05 ) 
3117 ( 3.296191e+05 , 1.292586e+06 ) 
3118 ( 1.007863e+06 , 2.710546e+05 ) 
3119 ( 9.492264e+05 , 4.635988e+05 ) 
3120 ( -2.594356e+05 , 1.374776e+05 ) 
3121 ( 6.093859e+05 , 1.565857e+06 ) 
3122 ( 6.761846e+05 , 1.178263e+06 ) 
3123 ( 1.669218e+05 , 6.348660e+05 ) 
3124 ( 1.446421e+06 , 1.942803e+06 ) 
3125 ( 8.278374e+05 , 1.411325e+06 ) 
3126 ( -1.665994e+05 , -9.971082e+05 ) 
3127 ( 4.907280e+05 , 1.400288e+06 ) 
3128 ( 4.148007e+05 , 1.852484e+06 ) 
3129 ( 6.178616e+05 , 4.143630e+05 ) 
3130 ( 2.455867e+06 , 1.387851e+06 ) 
3131 ( 2.174342e+06 , 1.496810e+06 ) 
3132 ( 1.848250e+06 , 1.832614e+06 ) 
3133 ( 1.428577e+06 , -2.332498e+03 ) 
3134 ( 2.082432e+06 , 1.504543e+06 ) 
3135 ( 9.363316e+05 , 6.891098e+05 ) 
3136 ( 2.458509e+06 , 1.067943e+06 ) 
3137 ( 1.764050e+06 , 5.947051e+05 ) 
3138 ( 1.978536e+06 , 1.870018e+06 ) 
3139 ( 6.578820e+05 , 1.734533e+06 ) 
3140 ( 2.158356e+06 , 1.901196e+06 ) 
3141 ( 8.017050e+05 , 5.986851e+05 ) 
3142 ( 2.174602e+06 , 2.095581e+06 ) 
3143 ( 1.252908e+06 , 9.348745e+05 ) 
3144 ( 1.980877e+06 , 1.689647e+06 ) 
3145 ( 1.186698e+06 , 8.885336e+05 ) 
3146 ( 2.403112e+06 , 2.521112e+06 ) 
3147 ( 1.986152e+06 , 2.168114e+06 ) 
3148 ( 2.569483e+06 , 2.485208e+06 ) 
3149 ( 7.994224e+05 , 8.813115e+05 ) 
3150 ( 1.776488e+06 , 2.300967e+06 ) 
3151 ( 7.907161e+05 , 1.278902e+06 ) 
3152 ( 2.075793e+06 , 2.277717e+06 ) 
3153 ( 2.387678e+06 , 1.718201e+06 ) 
3154 ( 2.646854e+06 , 2.650886e+06 ) 
3155 ( 9.516874e+05 , 1.332229e+06 ) 
3156 ( 2.288453e+06 , 2.535988e+06 ) 
3157 ( 9.654592e+05 , 2.041038e+06 ) 
3158 ( 1.451076e+06 , 2.546631e+06 ) 
3159 ( 6.854165e+05 , 7.580406e+05 ) 
3160 ( 2.308567e+06 , 2.550751e+06 ) 
3161 ( 1.074839e+06 , 2.026734e+06 ) 
3162 ( 2.935118e+06 , 2.272259e+06 ) 
3163 ( 1.881136e+06 , 6.904908e+05 ) 
3164 ( 1.852095e+06 , 2.539309e+06 ) 
3165 ( 1.151176e+06 , 1.300998e+06 ) 
3166 ( 2.589351e+06 , 3.322732e+06 ) 
3167 ( 1.957094e+06 , 1.655239e+06 ) 
3168 ( 3.114952e+06 , 2.354117e+06 ) 
3169 ( 1.662092e+06 , 2.010128e+06 ) 
3170 ( 2.855487e+06 , 2.416260e+06 ) 
3171 ( 1.885670e+06 , 2.114328e+06 ) 
3172 ( 2.721096e+06 , 3.574284e+06 ) 
3173 ( 9.135980e+05 , 1.691849e+06 ) 
3174 ( 1.391054e+06 , 2.323866e+06 ) 
3175 ( 9.779535e+05 , -2.353071e+05 ) 
3176 ( 2.504860e+06 , 1.713545e+06 ) 
3177 ( 1.271603e+06 , 3.893149e+06 ) 
3178 ( 2.979551e+06 , 3.171055e+06 ) 
3179 ( 1.710197e+06 , 1.048761e+06 ) 
3180 ( 1.720127e+06 , 3.182469e+06 ) 
3181 ( 6.029980e+05 , 2.310205e+06 ) 
3182 ( 1.015641e+06 , 2.333273e+06 ) 
3183 ( 1.962900e+06 , -4.186249e+05 ) 
3184 ( 2.914306e+06 , 2.421995e+06 ) 
3185 ( 8.730544e+04 , 3.547153e+06 ) 
3186 ( 2.576532e+06 , 2.995112e+06 ) 
3187 ( 1.384560e+06 , 1.547759e+06 ) 
3188 ( 8.143809e+05 , 3.065333e+06 ) 
3189 ( 1.527711e+06 , 6.859004e+05 ) 
3190 ( 1.321005e+06 , 1.590983e+06 ) 
3191 ( 2.380337e+06 , 7.379381e+04 ) 
3192 ( 3.278633e+06 , 1.948329e+06 ) 
3193 ( -5.346517e+05 , 4.626041e+06 ) 
3194 ( 2.049041e+06 , 5.330187e+06 ) 
3195 ( 4.164762e+05 , 2.542377e+06 ) 
3196 ( -2.329407e+05 , 3.065689e+06 ) 
3197 ( -1.464054e+06 , 3.750418e+06 ) 
3198 ( -2.436592e+06 , 3.073571e+05 ) 
3199 ( 3.486142e+06 , -6.635652e+03 ) 
3200 ( 6.046687e+06 , 4.379404e+06 ) 
3201 ( -1.558294e+05 , 1.780016e+05 ) 
3202 ( 5.081970e+06 , -6.181834e+05 ) 
3203 ( 3.599980e+06 , -1.748469e+06 ) 
3204 ( -6.911402e+06 , -8.016228e+05 ) 
3205 ( -2.100124e+06 , 7.673541e+05 ) 
3206 ( -6.257528e+06 , -9.412394e+05 ) 
3207 ( -1.092767e+06 , -2.376380e+06 ) 
3208 ( 1.835906e+06 , -5.726823e+05 ) 
3209 ( 1.722449e+06 , 2.355043e+06 ) 
3210 ( 3.147057e+06 , 1.732591e+06 ) 
3211 ( 6.611459e+06 , -1.000096e+06 ) 
3212 ( -6.384220e+06 , -3.739642e+05 ) 
3213 ( -2.296323e+06 , 1.900389e+06 ) 
3214 ( -2.695538e+06 , -1.245715e+06 ) 
3215 ( -1.183199e+06 , -7.520023e+05 ) 
3216 ( -1.668567e+05 , 1.718697e+06 ) 
3217 ( -1.348198e+06 , -1.218548e+06 ) 
3218 ( -1.201378e+06 , -2.052840e+06 ) 
3219 ( 1.681625e+05 , -3.088453e+06 ) 
3220 ( -2.125711e+06 , -2.545843e+06 ) 
3221 ( -1.322522e+06 , -2.950284e+06 ) 
3222 ( -2.986018e+05 , -8.360259e+05 ) 
3223 ( -1.839569e+06 , -7.652755e+05 ) 
3224 ( -2.022726e+06 , -1.659689e+06 ) 
3225 ( -8.740875e+05 , 5.401657e+04 ) 
3226 ( -1.607591e+06 , -1.261021e+06 ) 
3227 ( -1.582719e+06 , -2.151001e+06 ) 
3228 ( -1.096851e+06 , -1.451628e+06 ) 
3229 ( -1.300095e+06 , -1.403324e+06 ) 
3230 ( -1.445624e+06 , -2.370108e+06 ) 
3231 ( -1.618976e+06 , -1.483300e+06 ) 
3232 ( -7.319617e+04 , -3.144937e+05 ) 
3233 ( -1.643315e+06 , -2.498925e+06 ) 
3234 ( -8.829285e+05 , -2.178956e+06 ) 
3235 ( -9.649520e+05 , -1.585146e+06 ) 
3236 ( -2.004056e+06 , -8.898406e+05 ) 
3237 ( -2.892030e+06 , -1.441844e+06 ) 
3238 ( -1.372950e+06 , -1.689251e+06 ) 
3239 ( -2.267265e+06 , -2.528262e+06 ) 
3240 ( -1.951407e+06 , 1.140259e+05 ) 
3241 ( -1.816780e+06 , -1.963433e+06 ) 
3242 ( -3.034122e+05 , -1.299480e+06 ) 
3243 ( -2.565703e+06 , -1.083386e+06 ) 
3244 ( -1.287543e+06 , -1.218183e+06 ) 
3245 ( -2.283382e+06 , -2.455487e+06 ) 
3246 ( -1.049459e+06 , -2.358266e+06 ) 
3247 ( -1.807217e+06 , -2.605582e+06 ) 
3248 ( -8.713140e+05 , 4.788929e+04 ) 
3249 ( -2.036732e+06 , -1.843423e+06 ) 
3250 ( -1.667713e+06 , -1.414915e+06 ) 
3251 ( -2.307629e+06 , -1.932428e+06 ) 
3252 ( -1.723978e+06 , -1.026523e+06 ) 
3253 ( -2.314020e+06 , -2.701495e+06 ) 
3254 ( -5.980236e+05 , -2.120529e+06 ) 
3255 ( -1.983870e+06 , -2.287620e+06 ) 
3256 ( -2.072903e+06 , -1.105913e+06 ) 
3257 ( -2.630875e+06 , -2.436254e+06 ) 
3258 ( -9.240293e+05 , -1.375185e+06 ) 
3259 ( -2.468060e+06 , -2.543026e+06 ) 
3260 ( -1.909354e+06 , -1.659594e+06 ) 
3261 ( -2.172118e+06 , -2.414668e+06 ) 
3262 ( -1.120606e+06 , -1.168803e+06 ) 
3263 ( -2.582792e+06 , -2.547484e+06 ) 
3264 ( -7.547918e+05 , -1.607632e+06 ) 
3265 ( -1.937877e+06 , -2.520488e+06 ) 
3266 ( -8.411760e+05 , -5.670937e+05 ) 
3267 ( -1.849574e+06 , -2.256522e+06 ) 
3268 ( -1.378005e+06 , -9.676255e+05 ) 
3269 ( -3.163292e+06 , -2.328550e+06 ) 
3270 ( -2.240283e+06 , -2.022964e+06 ) 
3271 ( -2.433049e+06 , -2.745215e+06 ) 
3272 ( -1.147756e+06 , -2.965909e+05 ) 
3273 ( -1.746113e+06 , -2.127079e+06 ) 
3274 ( -1.145168e+06 , -1.136390e+06 ) 
3275 ( -2.840164e+06 , -1.920202e+06 ) 
3276 ( -1.530887e+06 , -2.355193e+06 ) 
3277 ( -2.565849e+06 , -2.402255e+06 ) 
3278 ( -7.798365e+05 , -8.485101e+05 ) 
3279 ( -1.699828e+06 , -2.564851e+06 ) 
3280 ( -1.019129e+06 , -1.423524e+06 ) 
3281 ( -1.530568e+06 , -2.027663e+06 ) 
3282 ( -1.549107e+06 , 4.338772e+05 ) 
3283 ( -2.631466e+06 , -1.898619e+06 ) 
3284 ( -1.298888e+05 , -2.819098e+06 ) 
3285 ( -1.506723e+06 , -2.710108e+06 ) 
3286 ( -6.927153e+05 , -8.379859e+05 ) 
3287 ( -1.062267e+06 , -2.667314e+06 ) 
3288 ( -7.968624e+05 , -5.323498e+05 ) 
3289 ( -1.619015e+06 , -8.001328e+05 ) 
3290 ( -1.588805e+06 , 3.851371e+05 ) 
3291 ( -1.874708e+06 , -1.839450e+06 ) 
3292 ( -5.379813e+04 , -1.499109e+06 ) 
3293 ( -1.683080e+06 , -2.150745e+06 ) 
3294 ( -1.003882e+06 , -6.493167e+05 ) 
3295 ( -1.304148e+06 , -1.253896e+06 ) 
3296 ( -1.560441e+06 , -8.057398e+04 ) 
3297 ( -2.010652e+06 , -9.321018e+05 ) 
3298 ( -1.382382e+06 , -4.140914e+05 ) 
3299 ( -2.101744e+06 , -1.822023e+06 ) 
3300 ( 4.575405e+05 , -1.569339e+06 ) 
3301 ( -8.228759e+05 , -1.164046e+06 ) 
3302 ( -1.729632e+06 , 4.273165e+05 ) 
3303 ( -1.603117e+06 , -1.052301e+06 ) 
3304 ( 2.927654e+06 , -1.363925e+06 ) 
3305 ( 6.603792e+05 , 5.523553e+05 ) 
3306 ( -1.442350e+06 , 2.064467e+06 ) 
3307 ( -7.073696e+04 , -5.116251e+05 ) 
3308 ( -2.561741e+05 , -2.478827e+06 ) 
3309 ( -1.497210e+06 , -1.537316e+06 ) 
3310 ( -2.448686e+06 , 1.211535e+06 ) 
3311 ( -3.100992e+05 , 3.437791e+04 ) 
3312 ( 2.819885e+06 , -1.426584e+06 ) 
3313 ( 3.361113e+05 , 8.424194e+05 ) 
3314 ( -7.029265e+05 , 1.576085e+06 ) 
3315 ( -4.922877e+05 , -1.251138e+06 ) 
3316 ( -4.047561e+05 , -7.807907e+05 ) 
3317 ( -7.752282e+05 , -7.207346e+05 ) 
3318 ( -2.402362e+06 , 1.671718e+06 ) 
3319 ( -7.094101e+05 , 1.098401e+06 ) 
3320 ( 2.348784e+06 , -2.152005e+06 ) 
3321 ( 3.395057e+06 , 3.107636e+05 ) 
3322 ( 4.620761e+05 , -5.038198e+05 ) 
3323 ( 7.630675e+05 , -1.330463e+06 ) 
3324 ( 1.536645e+05 , 6.955179e+05 ) 
3325 ( 1.555677e+06 , 1.738165e+06 ) 
3326 ( 1.248038e+06 , 2.050904e+06 ) 
3327 ( 1.236175e+06 , 6.489503e+05 ) 
3328 ( 3.273866e+06 , 1.619665e+06 ) 
3329 ( 9.326345e+05 , 1.476795e+06 ) 
3330 ( -6.192167e+04 , 1.858705e+06 ) 
3331 ( 6.757180e+05 , -2.402446e+05 ) 
3332 ( 5.523211e+05 , 8.795536e+05 ) 
3333 ( 9.342914e+04 , 2.137298e+06 ) 
3334 ( 8.258418e+05 , -4.814779e+05 ) 
3335 ( 1.530688e+06 , 1.825756e+06 ) 
3336 ( 3.929755e+05 , 2.103915e+06 ) 
3337 ( 1.180076e+06 , 8.772843e+05 ) 
3338 ( 1.551426e+06 , -1.444683e+04 ) 
3339 ( 2.667495e+06 , 1.096276e+06 ) 
3340 ( 1.502824e+06 , 1.135139e+06 ) 
3341 ( 2.126095e+06 , 1.710784e+06 ) 
3342 ( 2.386954e+06 , -9.125932e+04 ) 
3343 ( 2.147222e+06 , 1.117364e+06 ) 
3344 ( 1.102114e+05 , 8.119651e+05 ) 
3345 ( 2.671339e+06 , 9.622700e+05 ) 
3346 ( 1.320971e+06 , -2.795448e+05 ) 
3347 ( 1.648943e+06 , 1.923066e+06 ) 
3348 ( 8.661376e+05 , 1.768725e+06 ) 
3349 ( 2.085680e+06 , 1.340012e+06 ) 
3350 ( 5.699146e+05 , 4.335614e+05 ) 
3351 ( 1.480074e+06 , 1.747686e+06 ) 
3352 ( 6.983357e+05 , 1.608582e+06 ) 
3353 ( 1.515604e+06 , 2.067184e+06 ) 
3354 ( 2.068158e+06 , 4.374947e+03 ) 
3355 ( 2.656564e+06 , 2.140853e+06 ) 
3356 ( 5.879618e+05 , 1.469049e+06 ) 
3357 ( 1.962247e+06 , 1.595092e+06 ) 
3358 ( 1.947219e+06 , 1.069377e+06 ) 
3359 ( 2.021206e+06 , 2.546209e+06 ) 
3360 ( 7.417426e+05 , 2.168027e+06 ) 
3361 ( 2.734643e+06 , 2.576014e+06 ) 
3362 ( 1.440101e+06 , 1.143334e+06 ) 
3363 ( 1.985999e+06 , 2.408350e+06 ) 
3364 ( 3.805152e+05 , 7.468387e+05 ) 
3365 ( 1.888162e+06 , 2.224540e+06 ) 
3366 ( 1.596493e+06 , 2.075946e+06 ) 
3367 ( 2.025959e+06 , 3.067630e+06 ) 
3368 ( 9.027794e+05 , 1.681897e+06 ) 
3369 ( 2.221200e+06 , 2.901255e+06 ) 
3370 ( 5.654792e+05 , 2.997264e+05 ) 
3371 ( 1.839131e+06 , 1.890334e+06 ) 
3372 ( 1.035617e+06 , 1.594537e+06 ) 
3373 ( 1.926093e+06 , 2.553450e+06 ) 
3374 ( 1.599560e+06 , 1.007733e+06 ) 
3375 ( 2.508797e+06 , 2.754458e+06 ) 
3376 ( 1.006094e+06 , 1.998189e+06 ) 
3377 ( 2.136563e+06 , 2.143673e+06 ) 
3378 ( 1.889322e+06 , 1.667152e+06 ) 
3379 ( 2.125972e+06 , 2.700118e+06 ) 
3380 ( 7.998086e+05 , 1.109393e+06 ) 
3381 ( 2.600565e+06 , 2.709379e+06 ) 
3382 ( 8.422341e+05 , 2.936235e+06 ) 
3383 ( 1.710236e+06 , 3.492333e+06 ) 
3384 ( 1.024120e+06 , 1.251391e+06 ) 
3385 ( 1.947690e+06 , 3.048243e+06 ) 
3386 ( 1.243782e+06 , 1.850937e+06 ) 
3387 ( 1.707468e+06 , 2.410727e+06 ) 
3388 ( 9.542906e+05 , 1.107040e+06 ) 
3389 ( 1.832123e+06 , 3.187968e+06 ) 
3390 ( 4.356262e+05 , 2.212642e+06 ) 
3391 ( 1.300938e+06 , 2.660250e+06 ) 
3392 ( 9.637076e+05 , 1.055928e+06 ) 
3393 ( 1.574101e+06 , 2.427996e+06 ) 
3394 ( 1.065476e+06 , 1.169985e+06 ) 
3395 ( 2.325976e+06 , 1.645056e+06 ) 
3396 ( 1.355509e+06 , 1.040070e+06 ) 
3397 ( 1.588437e+06 , 2.393373e+06 ) 
3398 ( 1.101859e+06 , 1.286229e+06 ) 
3399 ( 1.800168e+06 , 2.528308e+06 ) 
3400 ( 1.694113e+06 , 1.295607e+06 ) 
3401 ( 2.511506e+06 , 1.725615e+06 ) 
3402 ( -2.017371e+05 , 2.086910e+06 ) 
3403 ( 7.787472e+05 , 1.830373e+06 ) 
3404 ( 1.336324e+06 , 1.013280e+06 ) 
3405 ( 1.388456e+06 , 2.619114e+06 ) 
3406 ( -1.153303e+06 , 2.618251e+06 ) 
3407 ( -3.941691e+05 , 1.580389e+06 ) 
3408 ( 1.272161e+06 , -7.992161e+05 ) 
3409 ( 5.324500e+05 , 1.456875e+06 ) 
3410 ( -1.330349e+06 , 2.414310e+06 ) 
3411 ( 1.273309e+06 , 1.928262e+06 ) 
3412 ( 1.313387e+06 , 5.694402e+05 ) 
3413 ( -3.530846e+05 , 1.845907e+06 ) 
3414 ( 2.613833e+05 , 2.368300e+06 ) 
3415 ( -8.294084e+04 , 1.298467e+06 ) 
3416 ( 2.219503e+06 , -3.979150e+05 ) 
3417 ( 1.969435e+06 , 1.718600e+06 ) 
3418 ( -1.782131e+06 , 1.958215e+06 ) 
3419 ( 8.801594e+05 , 5.657308e+05 ) 
3420 ( 6.399584e+05 , -3.347679e+05 ) 
3421 ( -2.515605e+06 , 1.188598e+06 ) 
3422 ( -3.384135e+06 , -1.134921e+06 ) 
3423 ( -4.503109e+06 , -3.737820e+06 ) 
3424 ( 7.743729e+06 , -1.771767e+06 ) 
3425 ( 3.827344e+05 , -4.097269e+05 ) 
3426 ( 2.060656e+06 , -6.464646e+05 ) 
3427 ( -1.723303e+06 , -2.588801e+06 ) 
3428 ( -2.729457e+06 , -4.424924e+06 ) 
3429 ( -7.795360e+06 , -6.250335e+06 ) 
3430 ( -3.348756e+06 , -5.157970e+06 ) 
3431 ( -8.216311e+05 , -5.977773e+04 ) 
3432 ( -1.831119e+06 , 1.141906e+06 ) 
3433 ( -1.091366e+06 , -2.528213e+06 ) 
3434 ( -6.096808e+05 , -1.464533e+06 ) 
3435 ( -1.488476e+06 , 6.869717e+05 ) 
3436 ( -1.519510e+06 , -1.607389e+06 ) 
3437 ( -1.288933e+06 , -2.372104e+06 ) 
3438 ( -1.615448e+06 , -1.800272e+06 ) 
3439 ( -7.349567e+05 , -6.945296e+05 ) 
3440 ( -1.721627e+06 , -2.581729e+06 ) 
3441 ( 2.225610e+05 , -2.966259e+06 ) 
3442 ( -1.030523e+06 , -2.124719e+06 ) 
3443 ( -3.095259e+06 , -4.062410e+05 ) 
3444 ( -3.345861e+06 , -1.017730e+06 ) 
3445 ( -1.504843e+06 , -9.574529e+05 ) 
3446 ( -2.786037e+06 , -2.046368e+06 ) 
3447 ( -1.096980e+06 , 1.177329e+05 ) 
3448 ( -2.706814e+05 , -2.312257e+06 ) 
3449 ( 3.130184e+05 , -2.337066e+06 ) 
3450 ( -2.315143e+06 , -1.224003e+06 ) 
3451 ( -1.133070e+06 , -4.862960e+05 ) 
3452 ( -2.290398e+06 , -2.280444e+06 ) 
3453 ( -3.672233e+05 , -2.417453e+06 ) 
3454 ( -4.109237e+05 , -2.520664e+06 ) 
3455 ( -2.332643e+06 , -4.838209e+05 ) 
3456 ( -2.470679e+06 , -2.240061e+06 ) 
3457 ( -1.192570e+06 , -2.140291e+06 ) 
3458 ( -2.826505e+06 , -2.223211e+06 ) 
3459 ( -1.984262e+06 , -9.434125e+04 ) 
3460 ( -2.353681e+06 , -2.200194e+06 ) 
3461 ( -4.520332e+05 , -2.160809e+06 ) 
3462 ( -2.184247e+06 , -2.138170e+06 ) 
3463 ( -2.146336e+06 , -1.781258e+06 ) 
3464 ( -2.219628e+06 , -3.422704e+06 ) 
3465 ( -7.952844e+05 , -1.893036e+06 ) 
3466 ( -2.409208e+06 , -2.603717e+06 ) 
3467 ( -1.731682e+06 , -1.266457e+06 ) 
3468 ( -2.440994e+06 , -2.669915e+06 ) 
3469 ( -1.080150e+06 , -2.094075e+06 ) 
3470 ( -2.164748e+06 , -3.382218e+06 ) 
3471 ( -1.400999e+06 , -5.606727e+05 ) 
3472 ( -1.874390e+06 , -2.261763e+06 ) 
3473 ( -1.182783e+06 , -2.042857e+06 ) 
3474 ( -2.340135e+06 , -2.430471e+06 ) 
3475 ( -1.760675e+06 , -1.240928e+05 ) 
3476 ( -2.831333e+06 , -1.914104e+06 ) 
3477 ( -8.154934e+05 , -1.843946e+06 ) 
3478 ( -1.876607e+06 , -2.094253e+06 ) 
3479 ( -2.185199e+06 , -1.464741e+06 ) 
3480 ( -2.381777e+06 , -3.217445e+06 ) 
3481 ( -1.546419e+06 , -1.527189e+06 ) 
3482 ( -3.062812e+06 , -2.227376e+06 ) 
3483 ( -1.142066e+06 , -1.792074e+06 ) 
3484 ( -1.681963e+06 , -2.759394e+06 ) 
3485 ( -5.225747e+05 , -1.692719e+06 ) 
3486 ( -1.789889e+06 , -3.355239e+06 ) 
3487 ( -1.265557e+06 , -1.396845e+06 ) 
3488 ( -1.632055e+06 , -2.494196e+06 ) 
3489 ( -1.059987e+06 , -1.047212e+06 ) 
3490 ( -1.815327e+06 , -2.493020e+06 ) 
3491 ( -8.042431e+05 , -1.176385e+06 ) 
3492 ( -1.248723e+06 , -1.762872e+06 ) 
3493 ( -2.550183e+05 , -1.104897e+06 ) 
3494 ( -1.254117e+06 , -2.434021e+06 ) 
3495 ( -8.564028e+05 , -6.204625e+05 ) 
3496 ( -1.811759e+06 , -1.540650e+06 ) 
3497 ( -1.131317e+06 , -5.223065e+05 ) 
3498 ( -1.443112e+06 , -1.465796e+06 ) 
3499 ( -7.126969e+05 , -4.566219e+05 ) 
3500 ( -1.861582e+06 , -1.356828e+06 ) 
3501 ( -1.367515e+06 , -1.189563e+06 ) 
3502 ( -1.776459e+06 , -1.658041e+06 ) 
3503 ( -1.485456e+05 , -6.435074e+05 ) 
3504 ( -3.800531e+05 , -1.551765e+06 ) 
